6,145
915,1
107,3
942,6
98,218
553,36
83,786
1576,2
9,2971
408,16
83,916
333,25
502,15
61,452
86,206
675,51
930,67
964,69
387,98
1164,8
84,322
398,85
2080,2
117,15
65,637
356,72
568,14
1118,1
1923,3
353,14
470,41
475,605
833,168
565,247
44,3354
130,128
392,736
415,184
985,151
942,535
974,183
928,325
2616,62
2032,46
811,615
1803,29
954,454
400,925
982,901
371,413
2096,54
986,186
547,922
357,383
2807,24
370,108
921,866
844,371
191,561
1931,79
454,491
805,162
335,497
65,1099
111,129
371,543
260,151
1880,55
851,688
480,716
642,418
232,187
71,2512
390,947
2806,81
921,389
863,229
495,362
335,145
2166,81
932,495
480,176
73,1774
66,4623
525,244
437,174
392,322
558,488
843,534
524,191
422,287
938,948
640,281
1973,82
498,887
944,815
794,324
1977,37
276,993
331,387
163,648
50,1576
42,2236
2603,96
511,447
396,642
361,439
256,386
519,727
1966,68
230,645
940,761
16,4476
965,304
2154,16
170,734
923,262
29,1278
346,734
915,364
387,451
443,375
111,268
2466,18
2079,88
905,113
602,364
240,234
1174,59
830,178
595,299
171,395
362,322
2433,75
530,963
474,498
2130,61
883,961
63,2412
486,656
558,311
2538,72
2495,85
308,377
394,169
2693,68
261,801
2324,89
656,387
446,159
2469,97
169,941
275,537
90,3975
2542,16
483,555
899,161
504,852
2907,93
889,133
560,304
1290,18
2482,59
1291,161
242,3121
678,1714
359,4097
905,1047
861,1906
2086,182
309,1586
557,3395
228,2273
1044,937
220,1138
411,1973
2435,331
615,1575
1921,796
1165,249
347,3078
2412,938
2027,175
1903,408
1209,121
2128,604
646,2434
1969,251
812,2066
1089,785
2521,264
952,2951
383,2066
1190,207
831,3971
912,1786
2083,712
244,2681
242,1216
258,3414
834,4181
809,1176
1236,194
2448,447
774,2097
299,2048
403,1037
1206,593
746,1556
505,1717
1050,312
1963,436
1165,471
102,3833
340,1453
1914,224
628,3164
2517,732
2360,845
975,1032
464,2937
1968,162
1669,355
907,1487
214,1383
2173,659
862,3219
133,1868
2409,325
2500,411
318,3141
455,2153
213,3749
689,3888
628,1619
233,4106
451,2073
2978,889
1238,324
354,3125
208,4341
438,1189
596,1109
1245,164
2465,827
2456,249
536,3387
157,2554
277,2371
885,1096
2463,231
536,2586
1165,357
733,1326
408,1703
2457,915
1058,101
353,3725
567,2999
2377,618
2562,484
984,1982
533,2518
236,3041
2917,185
798,1154
442,2997
1267,186
861,3906
1899,483
539,2846
1144,279
1295,671
935,1689
438,2511
1969,195
2130,496
2432,233
166,3132
811,1971
318,3989
430,3273
797,1268
331,1075
1973,181
1236,678
2061,238
2523,581
2547,644
1455,141
2545,282
1196,357
2224,119
211,2512
624,2206
1228,242
1356,827
382,2941
188,3913
217,1473
2099,988
1022,456
553,2682
2416,853
380,2023
734,2099
441,3952
299,2139
239,1086
809,4088
2507,312
936,1305
1996,221
2337,745
363,4035
2925,326
659,1673
304,3374
2408,556
1006,991
619,2716
292,1066
287,3474
2371,476
1993,284
2612,548
2455,169
2476,118
707,2081
214,2223
442,1425
1460,295
894,1025
571,2196
2550,973
580,2692
435,2953
2453,175
267,2464
2125,235
880,1673
187,1043
2029,704
2317,997
226,1569
604,3038
2162,751
1889,156
1024,412
570,2892
834,1621
2409,896
1995,638
330,2298
1323,249
2432,792
239,1919
1840,713
707,1091
1997,929
494,2535
1271,785
898,1934
2593,148
621,2947
868,2015
575,3096
339,3611
1105,215
906,1223
2021,375
254,2936
1023,947
276,3574
2225,686
1973,329
219,1678
574,1158
435,2669
254,3208
488,1825
2658,354
991,1741
344,2109
2472,289
294,3009
1234,322
2144,641
301,3266
572,2286
815,1227
2662,473
652,2458
2116,834
341,3466
1184,739
252,2185
1137,236
2416,419
307,1225
804,2145
219,3304
196,1538
659,1571
586,2776
426,3211
669,1636
517,2428
1901,661
396,1672
1996,497
2565,372
1240,862
2077,926
1081,104
2091,658
1218,536
2065,773
555,2233
1330,103
2711,795
265,1752
194,1304
399,1224
582,3448
750,2377
1507,344
1093,113
532,1568
202,2076
903,3682
329,2593
391,2857
2791,132
1154,646
895,3821
387,3991
2011,565
886,1845
1201,314
836,1361
588,3545
664,3328
929,1146
867,4231
2960,513
1551,375
573,3131
2520,121
2124,302
2250,696
673,1468
858,1532
2111,314
278,1256
411,2987
348,2244
1204,388
463,4458
2061,128
206,2398
1947,537
260,1156
1086,187
1216,297
430,1486
291,4165
233,2738
2698,146
928,1371
2365,541
1813,568
280,3829
1573,819
738,1442
2446,874
1825,131
798,1023
2007,357
240,2902
354,2954
1195,241
946,3326
929,3296
1473,351
1226,954
2514,221
372,3522
660,1606
1403,716
2426,393
1149,812
2055,496
942,1882
1059,232
237,1822
1368,517
448,1398
1172,518
2425,259
1494,785
2147,115
972,4108
580,2508
1312,383
118,4735
449,2579
2556,227
375,4228
357,3214
2083,857
2328,628
1212,475
2539,906
447,2433
912,1403
2132,319
419,3165
2130,554
2097,379
268,2309
432,1887
2286,148
2351,283
422,4003
171,2316
2482,364
2099,606
210,2788
345,1877
2828,103
749,2063
189,1721
1920,346
2477,539
521,2713
1057,127
1845,346
614,2832
2351,705
346,1723
313,4317
2443,484
301,4373
286,1511
2767,376
2045,594
2397,132
419,4283
369,1781
2193,292
2591,437
2250,972
989,1482
2370,999
200,1623
510,2181
2739,684
587,2633
847,2304
985,1193
2109,283
947,4034
375,3585
2549,386
214,2017
271,2847
1130,353
849,1555
259,2505
2605,643
232,1439
144,2879
